Id,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_len,word_count,hashtag_count,emoji_count,SentimentSimple,Sentiment_norm,TextLength,LengthGroup
311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,2021-02-28 22:45:00, GildedHeartache ,Facebook, #Envious #GildedPrize ,20.0,40.0,Usa,2021,2,28,22,132,22,2,1,Negative,Envious,132,120-149
312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", Dismissive ,2018-05-10 14:00:00, IndifferentFort ,Twitter, #Dismissive #ImpenetrableWalls ,14.0,28.0,United Kingdom,2018,5,10,14,123,16,2,1,Negative,Dismissive,123,120-149
313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,2022-01-07 11:10:00, DreamMosaic ,Instagram, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11,124,20,2,1,Negative,Frustrated,124,120-149
314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,2019-09-19 03:30:00, NocturnalEcho ,Facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,Australia,2019,9,19,3,117,19,2,2,Negative,Loneliness,117,90-119
315," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ", Fearful ,2023-07-14 23:00:00, DarkWhispers ,Twitter, #Fearful #SpecterOfTheUnknown ,13.0,26.0,United Kingdom,2023,7,14,23,128,22,2,2,Negative,Fearful,128,120-149
316," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", Bitterness ,2020-04-05 16:20:00, LingeringTaste ,Instagram, #Bitterness #BitterAftertaste ,10.0,20.0,India,2020,4,5,16,135,23,2,1,Negative,Bitterness,135,120-149
317," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", Overwhelmed ,2021-11-29 08:45:00, TempestSurvivor ,Facebook, #Overwhelmed #DrowningSoul ,20.0,40.0,Usa,2021,11,29,8,118,18,2,1,Negative,Overwhelmed,118,90-119
318," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", Jealous ,2019-12-12 17:00:00, VenomousHeart ,Twitter, #Jealous #HeartOfDiscontent ,16.0,32.0,Australia,2019,12,12,17,123,20,2,1,Negative,Jealous,123,120-149
319," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ", Devastated ,2022-05-20 14:50:00, FragileTrust ,Instagram, #Devastated #ShatteredTrust ,25.0,50.0,Canada,2022,5,20,14,119,19,2,1,Negative,Devastated,119,90-119
320," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ", Frustrated ,2020-09-03 12:15:00, BrokenThreads ,Facebook, #Frustrated #SlippingThreads ,14.0,28.0,United Kingdom,2020,9,3,12,129,19,2,1,Negative,Frustrated,129,120-149
321," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ", Envious ,2021-02-10 19:30:00, SuccessPill ,Twitter, #Envious #BitterPill ,20.0,40.0,Usa,2021,2,10,19,139,22,2,1,Negative,Envious,139,120-149
322," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,2018-08-18 14:40:00, CurtainShield ,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14,142,21,2,1,Negative,Dismissive,142,120-149
323," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ", Despair ,2022-02-28 21:00:00, FoggyLabyrinth ,Facebook, #Despair #LabyrinthOfHopelessness ,8.0,16.0,Canada,2022,2,28,21,128,20,2,1,Negative,Despair,128,120-149
324," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ", Bitterness ,2019-10-15 10:30:00, IcyResentment ,Twitter, #Bitterness #IciclesOfResentment ,15.0,30.0,United Kingdom,2019,10,15,10,139,21,2,1,Negative,Bitterness,139,120-149
325," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ", Loneliness ,2017-12-01 18:50:00, SolitaryMoon ,Instagram, #Loneliness #StarlessSky ,18.0,36.0,Usa,2017,12,1,18,136,23,2,1,Negative,Loneliness,136,120-149
326," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ", Yearning ,2020-04-18 16:15:00, VanishedSunset ,Facebook, #Yearning #HuesOfSunset ,10.0,20.0,Australia,2020,4,18,16,119,22,2,1,Negative,Yearning,119,90-119
327," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ", Fearful ,2023-01-07 03:30:00, NightPrisoner ,Twitter, #Fearful #LurkingMonsters ,18.0,36.0,India,2023,1,7,3,134,21,2,2,Negative,Fearful,134,120-149
328," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ", Apprehensive ,2021-06-10 10:00:00, WindWhisperer ,Instagram, #Apprehensive #StormOfDoubt ,14.0,28.0,Canada,2021,6,10,10,126,20,2,2,Negative,Apprehensive,126,120-149
329," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ", Overwhelmed ,2020-02-22 15:20:00, MazeExplorer ,Facebook, #Overwhelmed #MinotaurOfPressure ,22.0,44.0,Usa,2020,2,22,15,135,21,2,1,Negative,Overwhelmed,135,120-149
330," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ", Jealous ,2018-03-17 14:45:00, WoundedGarden ,Twitter, #Jealous #BloomingAchievements ,16.0,32.0,United Kingdom,2018,3,17,14,135,20,2,2,Negative,Jealous,135,120-149
331," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ", Devastated ,2022-10-28 11:15:00, RuinedHeart ,Instagram, #Devastated #EchoesOfShatteredDreams ,25.0,50.0,Australia,2022,10,28,11,128,21,2,1,Negative,Devastated,128,120-149
332," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ", Frustrated ,2020-11-01 12:30:00, KnotUntangler ,Facebook, #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0,India,2020,11,1,12,142,19,2,1,Negative,Frustrated,142,120-149
333," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ", Envious ,2021-01-15 22:10:00, ElusiveKeys ,Twitter, #Envious #DesireForKeys ,20.0,40.0,Usa,2021,1,15,22,130,21,2,1,Negative,Envious,130,120-149
334," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,2018-08-18 14:00:00, IndifferentFort ,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14,142,21,2,1,Negative,Dismissive,142,120-149
335," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,2022-01-07 11:10:00, DreamMosaic ,Twitter, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11,124,20,2,1,Negative,Frustrated,124,120-149
336," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,2019-09-19 03:30:00, NocturnalEcho ,Facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,Australia,2019,9,19,3,117,19,2,2,Negative,Loneliness,117,90-119
337,Awe-struck by the breathtaking sunrise over the mountains.      , Awe           ,2022-04-03 06:15:00, NatureAdmirer  ,Instagram, #Awe #BreathtakingSunrise                   ,28.0,55.0,Usa,2022,4,3,6,64,8,2,2,Positive,Awe,64,60-89
338,Navigating through the challenges with determination.          , Determination ,2023-10-12 10:30:00, GoalPursuer    ,Twitter, #Determination #Challenges                  ,15.0,30.0,Canada,2023,10,12,10,63,6,2,1,Negative,Determination,63,60-89
339,Nostalgia hits while flipping through an old photo album.     , Nostalgia      ,2019-06-28 19:00:00, MemoryLane     ,Facebook, #Nostalgia #OldMemories                     ,22.0,45.0,United Kingdom,2019,6,28,19,62,9,2,1,Negative,Nostalgia,62,60-89
340,Thrilled to witness the grandeur of a cultural festival.       , Thrill        ,2020-09-15 14:45:00, CultureEnthusiast ,Instagram, #Thrill #CulturalCelebration              ,40.0,80.0,India,2020,9,15,14,63,9,2,1,Negative,Thrill,63,60-89
341,Calmness found in the rhythm of raindrops on the windowpane.   , Calmness      ,2017-11-08 21:20:00, RainWatcher    ,Twitter, #Calmness #RainyDays                        ,18.0,35.0,Australia,2017,11,8,21,63,10,2,1,Positive,Calmness,63,60-89
342,Overwhelmed by the support received during a personal challenge., Overwhelmed   ,2021-05-20 17:30:00, PersonalJourney ,Facebook, #Overwhelmed #SupportiveCommunity          ,25.0,50.0,Usa,2021,5,20,17,64,9,2,1,Negative,Overwhelmed,64,60-89
343,Excitement builds as the countdown to a long-awaited vacation begins. , Excitement ,2023-01-10 12:00:00, VacationDreamer ,Instagram, #Excitement #VacationCountdown        ,30.0,60.0,France,2023,1,10,12,70,10,2,2,Positive,Excitement,70,60-89
344,"Reflecting on life's journey, grateful for the lessons learned. ", Gratitude   ,2018-12-05 08:45:00, LifeLearner   ,Twitter, #Gratitude #LifeLessons                    ,35.0,70.0,Brazil,2018,12,5,8,64,9,2,2,Positive,Gratitude,64,60-89
345,Bittersweet emotions arise while bidding farewell to a dear friend. , Bittersweet ,2020-03-15 18:30:00, FarewellSender ,Instagram, #Bittersweet #Farewell                     ,20.0,40.0,Japan,2020,3,15,18,68,10,2,1,Negative,Bittersweet,68,60-89
346,Curiosity sparked by exploring a mysterious ancient ruin.      , Curiosity     ,2016-08-22 15:10:00, HistoryExplorer ,Facebook, #Curiosity #AncientDiscovery          ,18.0,35.0,Greece,2016,8,22,15,63,8,2,1,Neutral,Curiosity,63,60-89
347,Admiration for the intricate details of a handcrafted masterpiece. , Admiration    ,2019-08-20 16:00:00, CraftEnthusiast ,Instagram, #Admiration #HandcraftedArt               ,25.0,50.0,Usa,2019,8,20,16,67,9,2,1,Positive,Admiration,67,60-89
348,Overjoyed by the warmth of a cozy fireplace on a winter evening.   , Overjoyed     ,2021-12-08 19:30:00, WinterLover     ,Twitter, #Overjoyed #WinterWarmth                  ,18.0,35.0,Canada,2021,12,8,19,67,12,2,1,Negative,Overjoyed,67,60-89
349,Inspiration strikes while observing the colors of a vibrant sunset., Inspiration   ,2020-06-10 20:45:00, SunsetWatcher   ,Instagram, #Inspiration #ColorfulSunset             ,30.0,60.0,United Kingdom,2020,6,10,20,67,10,2,1,Negative,Inspiration,67,60-89
350,Motivated to achieve fitness goals after an invigorating workout.  , Motivation    ,2022-02-28 07:15:00, FitnessJunkie   ,Facebook, #Motivation #FitnessGoals                 ,40.0,80.0,Australia,2022,2,28,7,67,9,2,1,Negative,Motivation,67,60-89
351,Gratitude for the simple joys found in a cup of morning coffee.    , Gratitude     ,2017-04-15 08:00:00, CoffeeLover     ,Twitter, #Gratitude #MorningCoffee                 ,22.0,45.0,India,2017,4,15,8,67,12,2,1,Positive,Gratitude,67,60-89
352,Feeling empowered after conquering a challenging hiking trail.     , Empowerment   ,2018-09-05 14:20:00, HikingExplorer  ,Instagram, #Empowerment #HikingAdventure             ,35.0,70.0,Usa,2018,9,5,14,67,8,2,1,Positive,Empowerment,67,60-89
353,Amused by the antics of playful kittens during playtime.           , Amusement     ,2022-10-22 12:45:00, KittyObserver   ,Facebook, #Amusement #PlayfulKittens               ,15.0,30.0,Canada,2022,10,22,12,67,9,2,1,Positive,Amusement,67,60-89
354,Contemplating life's mysteries under the starry night sky.         , Contemplation ,2016-07-02 23:30:00, Stargazer       ,Twitter, #Contemplation #StarryNight               ,28.0,55.0,United Kingdom,2016,7,2,23,67,8,2,2,Neutral,Contemplation,67,60-89
355,Joyful reunion with long-lost friends after years of separation.   , JoyfulReunion ,2020-11-18 17:10:00, FriendshipRenewal ,Instagram, #JoyfulReunion #Friendship               ,20.0,40.0,India,2020,11,18,17,67,9,2,2,Negative,Joyfulreunion,67,60-89
356,Excitement builds while preparing for a surprise celebration.     , Excitement    ,2023-03-05 15:00:00, CelebrationPlanner ,Facebook, #Excitement #SurpriseCelebration         ,30.0,60.0,Australia,2023,3,5,15,66,8,2,1,Positive,Excitement,66,60-89
357,Satisfaction derived from successfully completing a DIY project.  , Satisfaction  ,2015-12-01 11:30:00, DIYEnthusiast   ,Twitter, #Satisfaction #DIYProject                 ,25.0,50.0,Usa,2015,12,1,11,66,8,2,1,Positive,Satisfaction,66,60-89
358,Feeling blessed for the supportive community in times of need.    , Blessed       ,2021-09-10 09:45:00, CommunityHelper ,Instagram, #Blessed #SupportiveCommunity            ,18.0,35.0,United Kingdom,2021,9,10,9,66,10,2,1,Negative,Blessed,66,60-89
359,Captivated by the serenity of a tranquil garden in full bloom.     , Serenity      ,2018-05-12 14:20:00, GardenEnthusiast ,Facebook, #Serenity #TranquilGarden                ,22.0,45.0,Canada,2018,5,12,14,67,11,2,1,Positive,Serenity,67,60-89
360,Anticipation for an upcoming adventure in an exotic destination.   , Anticipation  ,2022-07-25 10:00:00, Wanderlust      ,Twitter, #Anticipation #AdventureAwaits           ,40.0,80.0,India,2022,7,25,10,67,9,2,1,Positive,Anticipation,67,60-89
361,Reflecting on personal growth achieved through life experiences.  , Reflection    ,2019-03-08 18:30:00, GrowthSeeker    ,Instagram, #Reflection #PersonalGrowth              ,35.0,70.0,Usa,2019,3,8,18,66,8,2,1,Neutral,Reflection,66,60-89
362,Nostalgic memories flood in while revisiting childhood favorites. , Nostalgia     ,2017-01-28 21:15:00, ChildhoodMemories ,Facebook, #Nostalgia #ChildhoodFavorites           ,20.0,40.0,Australia,2017,1,28,21,66,8,2,1,Negative,Nostalgia,66,60-89
363,Appreciation for the vibrant culture experienced during travel.   , Appreciation  ,2016-11-14 13:45:00, CultureExplorer ,Twitter, #Appreciation #CulturalExperience        ,28.0,55.0,United Kingdom,2016,11,14,13,66,8,2,1,Negative,Appreciation,66,60-89
364,Confidence soars after overcoming public speaking anxiety.       , Confidence    ,2020-04-02 17:30:00, PublicSpeaker   ,Instagram, #Confidence #OvercomingAnxiety          ,15.0,30.0,Usa,2020,4,2,17,65,7,2,1,Negative,Confidence,65,60-89
365,Contentment in the midst of a family gathering filled with laughter. , Contentment   ,2023-01-15 19:00:00, FamilyCelebration ,Facebook, #Contentment #FamilyLaughter             ,25.0,50.0,Canada,2023,1,15,19,69,11,2,1,Positive,Contentment,69,60-89
366,Enthusiasm for learning new skills and expanding knowledge.      , Enthusiasm    ,2018-08-07 12:15:00, LifelongLearner ,Twitter, #Enthusiasm #SkillBuilding               ,30.0,60.0,India,2018,8,7,12,65,8,2,1,Positive,Enthusiasm,65,60-89
367,Surprise and delight at discovering a hidden gem in the city.    , Surprise      ,2019-10-18 16:45:00, CityExplorer    ,Instagram, #Surprise #HiddenGem                      ,18.0,35.0,United Kingdom,2019,10,18,16,65,11,2,1,Positive,Surprise,65,60-89
368,A sense of accomplishment after completing a challenging workout., Accomplishment ,2022-06-30 07:00:00, FitnessAchiever ,Facebook, #Accomplishment #FitnessSuccess         ,22.0,45.0,Australia,2022,6,30,7,65,9,2,1,Negative,Accomplishment,65,60-89
369,Wonderment at the beauty of a double rainbow after the rain.     , Wonderment    ,2017-06-12 18:20:00, RainbowChaser   ,Twitter, #Wonderment #DoubleRainbow               ,35.0,70.0,Usa,2017,6,12,18,65,11,2,1,Negative,Wonderment,65,60-89
370,Optimism for a bright future amidst challenging times.           , Optimism      ,2021-07-05 09:30:00, FutureOptimist  ,Instagram, #Optimism #BrightFuture                  ,20.0,40.0,Canada,2021,7,5,9,65,8,2,1,Positive,Optimism,65,60-89
371,Pride in achieving a personal milestone in career progression.   , Pride         ,2016-04-15 14:50:00, CareerAchiever  ,Facebook, #Pride #CareerMilestone                  ,28.0,55.0,United Kingdom,2016,4,15,14,65,9,2,1,Positive,Pride,65,60-89
372,Happiness blooms like flowers in a garden on a sunny day.        , Happiness     ,2020-02-10 11:15:00, SunnyDayEnthusiast ,Twitter, #Happiness #SunnyDay                      ,15.0,30.0,India,2020,2,10,11,65,11,2,1,Positive,Happiness,65,60-89
